date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent,Year,Month
20-01-2012,East,14.85,65.35,396.40,0.49,73.58,2012,January
21-01-2012,West,22.05,35.58,396.68,0.54,75.20,2012,January
22-01-2012,West,11.61,64.01,395.56,0.18,59.35,2012,January
23-01-2012,North,21.84,49.40,394.54,0.15,80.59,2012,January
24-01-2012,East,14.09,40.86,393.64,0.19,64.66,2012,January
25-01-2012,East,20.68,78.35,396.59,-0.04,48.95,2012,January
26-01-2012,East,9.75,21.56,396.15,-0.10,45.17,2012,January
27-01-2012,Central,17.72,74.12,395.79,0.47,79.62,2012,January
28-01-2012,South,12.43,77.11,398.80,0.66,60.52,2012,January
29-01-2012,Central,9.72,38.01,395.53,0.64,50.43,2012,January
30-01-2012,South,16.25,39.49,398.96,-0.34,37.89,2012,January
31-01-2012,East,19.42,54.42,399.28,0.31,60.25,2012,January
01-02-2012,East,12.00,67.05,393.92,0.05,69.86,2012,February
02-02-2012,Central,9.39,56.18,397.00,0.42,56.63,2012,February
03-02-2012,Central,15.01,70.84,396.27,0.26,52.36,2012,February
04-02-2012,South,15.03,104.07,392.51,0.56,58.41,2012,February
05-02-2012,West,17.58,47.31,394.72,0.38,79.92,2012,February
06-02-2012,South,19.18,17.12,398.06,-0.19,48.28,2012,February
07-02-2012,Central,15.15,80.65,399.93,0.09,57.30,2012,February
08-02-2012,Central,22.81,102.08,398.27,0.39,79.53,2012,February
09-02-2012,North,16.28,69.82,397.41,0.41,70.93,2012,February
10-02-2012,Central,14.00,32.81,396.90,-0.04,67.15,2012,February
11-02-2012,North,8.94,56.90,399.46,-0.08,57.22,2012,February
12-02-2012,West,14.34,32.04,400.17,0.40,65.37,2012,February
13-02-2012,South,14.04,76.07,396.08,-0.03,58.55,2012,February
14-02-2012,South,19.23,26.22,393.97,-0.11,54.69,2012,February
15-02-2012,North,17.24,52.50,393.83,0.25,52.04,2012,February
16-02-2012,South,10.67,34.89,398.97,0.24,74.41,2012,February
17-02-2012,Central,16.08,63.17,396.92,0.13,64.28,2012,February
18-02-2012,East,18.08,50.84,397.28,0.18,68.77,2012,February
19-02-2012,North,21.50,64.42,394.33,0.39,66.82,2012,February
20-02-2012,South,18.94,60.56,395.89,0.17,70.29,2012,February
21-02-2012,North,18.43,35.33,396.59,0.41,61.94,2012,February
22-02-2012,North,15.63,75.67,397.35,0.28,59.22,2012,February
23-02-2012,East,16.94,58.78,396.45,0.44,55.22,2012,February
24-02-2012,Central,20.39,35.29,395.50,0.66,48.03,2012,February
25-02-2012,North,10.06,116.02,395.89,0.64,51.54,2012,February
26-02-2012,South,14.00,71.91,398.89,0.78,60.61,2012,February
27-02-2012,West,12.30,56.17,397.45,0.65,45.76,2012,February
28-02-2012,North,16.91,95.38,398.01,0.47,48.41,2012,February
29-02-2012,North,20.32,106.05,395.75,0.26,77.51,2012,February
01-03-2012,East,13.01,56.37,392.68,0.28,67.69,2012,March
02-03-2012,Central,5.83,68.68,396.34,0.13,59.58,2012,March
03-03-2012,West,13.75,35.30,395.83,0.40,92.26,2012,March
04-03-2012,South,19.05,56.32,397.66,0.61,45.22,2012,March
05-03-2012,West,17.55,55.02,402.08,0.18,76.71,2012,March
06-03-2012,South,17.11,64.62,398.20,0.39,63.66,2012,March
07-03-2012,Central,14.28,68.32,401.27,0.19,74.42,2012,March
08-03-2012,South,10.28,74.00,398.03,0.46,66.31,2012,March
09-03-2012,East,17.46,65.94,396.24,0.23,42.53,2012,March
10-03-2012,East,12.06,29.73,397.71,0.18,66.15,2012,March
11-03-2012,East,24.14,36.54,399.87,0.20,69.03,2012,March
12-03-2012,East,17.68,46.34,399.95,0.55,38.70,2012,March
13-03-2012,West,13.08,52.94,396.36,0.37,88.33,2012,March
14-03-2012,Central,12.96,86.27,397.61,0.27,68.73,2012,March
15-03-2012,South,15.03,30.93,395.09,0.48,73.06,2012,March
16-03-2012,South,14.44,51.06,398.48,0.28,51.01,2012,March
17-03-2012,East,19.87,83.83,399.59,0.74,73.29,2012,March
18-03-2012,East,16.15,52.50,397.32,0.11,78.07,2012,March
19-03-2012,North,12.48,71.51,396.27,0.35,68.04,2012,March
20-03-2012,Central,22.97,56.51,397.82,-0.02,64.89,2012,March
21-03-2012,West,15.60,66.42,397.92,0.30,54.28,2012,March
22-03-2012,South,18.48,54.29,397.42,-0.10,62.41,2012,March
23-03-2012,North,12.97,76.68,397.58,0.63,58.86,2012,March
24-03-2012,North,16.86,21.37,397.06,0.64,71.86,2012,March
25-03-2012,South,16.65,50.92,398.82,0.64,54.80,2012,March
26-03-2012,West,7.85,67.41,398.44,0.42,71.78,2012,March
27-03-2012,North,23.47,73.34,395.87,0.14,54.93,2012,March
28-03-2012,North,20.57,97.32,395.84,0.17,61.85,2012,March
29-03-2012,Central,13.82,50.22,396.98,0.87,72.39,2012,March
30-03-2012,West,11.00,96.99,398.48,0.84,56.55,2012,March
31-03-2012,North,16.80,43.52,397.60,0.45,72.81,2012,March
01-04-2012,West,15.76,93.22,396.43,0.26,71.64,2012,April
02-04-2012,South,16.83,80.44,397.79,0.82,61.75,2012,April
03-04-2012,East,16.18,37.16,396.91,0.20,78.94,2012,April
04-04-2012,North,17.44,67.68,398.74,0.48,65.93,2012,April
05-04-2012,Central,21.20,58.72,397.93,0.82,78.23,2012,April
06-04-2012,South,17.69,75.64,396.96,0.16,86.52,2012,April
07-04-2012,West,11.21,54.42,397.79,0.66,62.10,2012,April
08-04-2012,South,20.86,52.32,399.43,0.57,72.74,2012,April
09-04-2012,North,21.98,94.23,396.61,0.40,57.35,2012,April
10-04-2012,West,28.02,57.53,398.08,0.12,52.61,2012,April
11-04-2012,East,10.92,80.66,397.37,0.20,62.65,2012,April
12-04-2012,South,16.39,54.37,398.13,0.50,48.65,2012,April
13-04-2012,North,7.09,101.67,396.52,-0.01,53.75,2012,April
14-04-2012,Central,17.63,43.04,397.67,0.46,72.10,2012,April
15-04-2012,West,13.22,44.65,399.18,0.58,58.84,2012,April
16-04-2012,South,23.11,98.11,396.12,0.71,73.53,2012,April
17-04-2012,South,12.32,48.88,395.54,0.00,68.59,2012,April
18-04-2012,East,8.66,100.03,395.61,0.81,87.21,2012,April
19-04-2012,East,13.53,82.30,395.80,0.93,71.29,2012,April
20-04-2012,Central,7.52,56.13,398.45,0.54,78.37,2012,April
21-04-2012,Central,18.42,14.67,395.46,0.11,69.82,2012,April
22-04-2012,North,7.16,59.52,397.13,0.32,68.74,2012,April
23-04-2012,North,15.54,62.54,398.52,0.41,78.98,2012,April
24-04-2012,Central,7.11,89.18,398.22,0.50,73.03,2012,April
25-04-2012,Central,14.14,99.71,397.03,0.43,67.52,2012,April
26-04-2012,West,22.00,42.88,397.90,0.51,67.47,2012,April
27-04-2012,East,16.87,80.03,397.79,0.40,71.46,2012,April
28-04-2012,North,11.97,79.14,397.30,0.50,56.94,2012,April
29-04-2012,East,15.30,86.84,397.33,0.29,56.43,2012,April
30-04-2012,East,15.50,72.47,401.00,0.32,82.10,2012,April
01-05-2012,Central,17.32,11.44,398.87,0.25,87.37,2012,May
02-05-2012,West,9.96,56.11,401.39,1.00,53.85,2012,May
03-05-2012,South,17.80,31.11,396.93,0.87,56.97,2012,May
04-05-2012,West,4.61,54.93,397.56,0.59,78.71,2012,May
05-05-2012,West,12.91,84.50,395.70,0.83,71.40,2012,May
06-05-2012,East,13.47,67.63,396.49,0.67,73.12,2012,May
07-05-2012,West,17.96,88.70,400.57,0.48,75.76,2012,May
08-05-2012,North,15.52,68.54,396.94,-0.02,62.11,2012,May
09-05-2012,East,9.81,27.54,400.61,0.35,68.96,2012,May
10-05-2012,North,11.49,3.02,395.88,0.33,68.03,2012,May
11-05-2012,South,16.23,63.72,396.17,0.09,54.70,2012,May
12-05-2012,East,15.11,54.65,397.25,-0.01,68.78,2012,May
13-05-2012,South,13.12,35.58,397.67,0.58,79.85,2012,May
14-05-2012,East,13.51,17.48,399.16,0.53,60.99,2012,May
15-05-2012,Central,18.22,41.63,398.46,0.08,66.83,2012,May
16-05-2012,West,13.36,55.14,397.17,0.21,67.48,2012,May
17-05-2012,Central,15.08,76.65,397.60,0.78,61.58,2012,May
18-05-2012,South,24.11,64.72,397.33,0.17,73.12,2012,May
19-05-2012,West,9.74,100.20,396.45,0.49,56.84,2012,May
20-05-2012,East,8.03,34.11,396.50,0.38,80.99,2012,May
21-05-2012,West,18.57,82.03,399.38,0.59,72.51,2012,May
22-05-2012,North,12.72,61.18,395.11,0.18,53.76,2012,May
23-05-2012,West,14.16,77.37,400.28,0.46,85.38,2012,May
24-05-2012,North,12.31,49.09,397.35,0.49,67.02,2012,May
25-05-2012,West,14.40,86.79,396.72,0.51,56.32,2012,May
26-05-2012,North,21.83,67.38,399.00,0.46,78.25,2012,May
27-05-2012,South,18.65,43.01,400.12,0.54,70.94,2012,May
28-05-2012,Central,18.89,59.70,399.58,1.10,43.74,2012,May
29-05-2012,East,9.77,54.01,398.67,1.21,58.69,2012,May
30-05-2012,West,10.84,72.23,399.55,0.25,68.35,2012,May
31-05-2012,Central,4.08,30.51,395.36,-0.25,39.09,2012,May
01-06-2012,East,12.20,59.27,397.16,0.62,66.02,2012,June
02-06-2012,East,19.27,69.88,396.58,0.50,66.90,2012,June
03-06-2012,North,17.51,60.83,399.79,0.76,50.80,2012,June
04-06-2012,South,14.56,93.67,397.39,0.53,68.25,2012,June
05-06-2012,South,15.35,79.35,399.24,0.46,65.09,2012,June
06-06-2012,Central,12.69,59.81,398.79,0.78,50.70,2012,June
07-06-2012,South,16.26,65.42,396.70,0.82,76.03,2012,June
08-06-2012,West,18.51,67.39,397.12,0.03,75.05,2012,June
09-06-2012,South,8.98,70.08,399.95,0.20,61.52,2012,June
10-06-2012,Central,16.64,14.36,396.86,0.41,62.62,2012,June
11-06-2012,South,19.18,52.46,398.22,0.48,73.72,2012,June
12-06-2012,West,13.79,22.89,396.86,0.38,62.59,2012,June
13-06-2012,North,18.25,91.96,397.58,0.58,41.83,2012,June
14-06-2012,Central,26.71,58.48,397.99,0.75,70.84,2012,June
15-06-2012,North,15.03,55.17,396.89,0.96,55.24,2012,June
16-06-2012,North,17.02,82.42,396.63,0.62,60.32,2012,June
17-06-2012,North,12.50,70.56,398.51,0.19,82.49,2012,June
18-06-2012,East,16.17,31.78,396.83,0.41,63.39,2012,June
19-06-2012,East,17.29,58.23,396.89,0.43,65.02,2012,June
20-06-2012,North,16.23,51.62,396.70,0.60,71.12,2012,June
21-06-2012,Central,11.37,16.39,398.00,0.57,71.06,2012,June
22-06-2012,West,16.28,42.74,399.54,1.07,53.97,2012,June
23-06-2012,West,21.30,55.41,400.40,0.31,64.28,2012,June
24-06-2012,South,17.25,57.13,397.06,0.57,65.43,2012,June
25-06-2012,Central,19.30,22.94,401.38,1.16,68.26,2012,June
26-06-2012,East,14.51,88.79,396.66,0.28,68.47,2012,June
27-06-2012,North,18.45,57.45,399.80,0.50,96.05,2012,June
28-06-2012,South,16.57,60.94,397.10,0.17,50.89,2012,June
29-06-2012,West,11.65,70.02,396.89,0.48,76.76,2012,June
30-06-2012,East,16.73,40.30,397.08,0.22,79.20,2012,June
01-07-2012,East,11.49,71.41,398.13,0.77,70.91,2012,July
02-07-2012,North,12.93,50.82,399.09,0.50,57.20,2012,July
03-07-2012,West,16.21,37.59,399.23,0.18,84.98,2012,July
04-07-2012,Central,16.65,74.34,396.82,0.71,38.70,2012,July
05-07-2012,East,10.70,97.29,396.76,0.51,56.80,2012,July
06-07-2012,North,19.67,78.12,396.88,0.74,79.06,2012,July
07-07-2012,Central,17.75,83.07,398.10,0.11,60.56,2012,July
08-07-2012,West,12.64,46.98,397.96,0.57,84.16,2012,July
09-07-2012,East,9.31,20.06,396.86,0.69,46.86,2012,July
10-07-2012,Central,14.88,97.25,398.70,0.33,51.65,2012,July
11-07-2012,Central,13.68,111.36,401.69,0.08,58.62,2012,July
12-07-2012,Central,15.91,98.57,397.55,0.45,70.01,2012,July
13-07-2012,East,14.01,51.61,397.67,0.83,62.34,2012,July
14-07-2012,East,7.43,31.13,399.17,0.80,59.12,2012,July
15-07-2012,South,13.91,33.36,397.50,0.33,82.04,2012,July
16-07-2012,West,14.24,17.91,399.35,0.08,83.16,2012,July
17-07-2012,North,18.00,57.32,397.28,0.33,60.03,2012,July
18-07-2012,Central,12.67,100.14,401.11,0.32,44.48,2012,July
19-07-2012,South,22.18,56.46,398.89,0.60,39.11,2012,July
20-07-2012,North,7.82,67.56,397.45,0.43,67.87,2012,July
21-07-2012,South,20.71,94.39,397.51,0.24,72.87,2012,July
22-07-2012,East,14.57,49.90,397.63,0.80,65.76,2012,July
23-07-2012,Central,18.91,110.89,400.47,0.51,64.15,2012,July
24-07-2012,North,15.79,109.80,396.51,0.60,55.35,2012,July
25-07-2012,North,20.03,56.72,397.42,-0.05,72.86,2012,July
26-07-2012,North,13.92,45.56,397.59,-0.26,85.14,2012,July
27-07-2012,North,11.07,77.43,398.42,0.04,38.40,2012,July
28-07-2012,North,21.15,51.31,398.05,0.33,64.07,2012,July
29-07-2012,South,15.02,31.09,396.22,0.64,53.36,2012,July
30-07-2012,Central,16.36,92.03,397.87,-0.23,47.11,2012,July
31-07-2012,East,20.41,90.41,398.33,0.95,51.44,2012,July
01-08-2012,East,11.34,63.89,397.55,0.52,69.56,2012,August
02-08-2012,East,17.85,28.43,399.53,0.88,69.86,2012,August
03-08-2012,East,13.11,29.26,399.89,0.21,82.52,2012,August
04-08-2012,South,14.94,62.68,398.40,0.62,65.11,2012,August
05-08-2012,West,15.76,47.50,398.87,0.50,43.90,2012,August
06-08-2012,Central,9.47,51.47,395.29,0.72,62.14,2012,August
07-08-2012,North,12.36,85.55,397.91,0.40,48.36,2012,August
08-08-2012,West,20.88,78.33,400.06,0.62,50.52,2012,August
09-08-2012,East,19.02,94.45,397.93,0.81,71.97,2012,August
10-08-2012,West,15.23,35.23,397.46,0.28,67.33,2012,August
11-08-2012,Central,16.45,51.42,402.00,0.55,72.05,2012,August
12-08-2012,North,14.30,78.97,401.32,-0.09,60.71,2012,August
13-08-2012,North,20.90,71.20,399.30,0.69,74.49,2012,August
14-08-2012,Central,14.68,98.31,400.31,1.06,60.04,2012,August
15-08-2012,Central,16.41,70.51,395.28,0.11,78.40,2012,August
16-08-2012,East,20.06,106.20,397.44,0.45,69.14,2012,August
17-08-2012,North,12.37,73.50,397.93,0.74,62.52,2012,August
18-08-2012,West,21.72,86.55,398.29,0.49,67.55,2012,August
19-08-2012,South,9.36,51.91,397.92,0.53,64.79,2012,August
20-08-2012,South,22.00,60.36,394.83,0.36,84.15,2012,August
21-08-2012,Central,13.99,82.77,399.25,0.35,67.95,2012,August
22-08-2012,East,14.51,100.32,399.49,0.46,64.98,2012,August
23-08-2012,South,7.92,78.23,401.09,0.50,62.14,2012,August
24-08-2012,North,13.66,57.92,397.51,0.13,75.12,2012,August
25-08-2012,Central,11.32,94.43,397.40,0.46,73.49,2012,August
26-08-2012,West,13.05,5.20,394.69,0.95,61.71,2012,August
27-08-2012,Central,14.94,24.44,398.28,0.36,51.13,2012,August
28-08-2012,West,19.32,77.04,400.08,0.11,54.18,2012,August
29-08-2012,Central,16.32,60.35,397.82,0.44,62.79,2012,August
30-08-2012,Central,16.72,75.14,401.96,0.27,81.19,2012,August
31-08-2012,Central,11.10,61.61,398.37,0.09,62.00,2012,August
01-09-2012,West,11.96,74.27,398.99,0.53,57.87,2012,September
02-09-2012,West,22.68,39.64,396.73,0.27,43.87,2012,September
03-09-2012,Central,12.55,74.26,399.22,0.30,83.16,2012,September
04-09-2012,South,22.11,84.86,395.83,0.53,71.83,2012,September
05-09-2012,East,14.52,90.51,399.84,0.03,74.55,2012,September
06-09-2012,East,15.50,110.34,399.90,-0.03,76.54,2012,September
07-09-2012,East,19.77,66.10,400.86,0.69,63.02,2012,September
08-09-2012,West,20.58,66.85,397.30,-0.09,66.02,2012,September
09-09-2012,West,15.05,21.92,399.08,0.20,82.86,2012,September
10-09-2012,South,13.94,46.71,399.69,-0.05,67.15,2012,September
11-09-2012,East,15.27,55.17,399.52,0.35,72.05,2012,September
12-09-2012,East,16.84,86.26,397.57,0.62,75.45,2012,September
13-09-2012,Central,19.06,44.72,395.29,0.53,72.72,2012,September
14-09-2012,West,15.51,79.91,399.41,1.21,63.46,2012,September
15-09-2012,East,17.97,59.96,398.67,0.82,64.59,2012,September
16-09-2012,South,22.05,55.57,398.05,0.22,74.33,2012,September
17-09-2012,South,17.02,66.22,400.06,0.14,74.31,2012,September
18-09-2012,East,16.74,50.22,398.85,1.31,79.02,2012,September
19-09-2012,West,9.42,49.27,396.95,0.81,71.61,2012,September
20-09-2012,South,4.97,17.38,396.04,0.67,72.16,2012,September
21-09-2012,Central,17.05,53.80,397.25,0.52,59.65,2012,September
22-09-2012,South,15.12,48.00,402.55,0.58,58.03,2012,September
23-09-2012,North,13.44,47.10,400.05,0.05,74.37,2012,September
24-09-2012,North,16.47,70.42,399.26,0.55,58.11,2012,September
25-09-2012,West,15.26,76.47,398.71,0.52,64.75,2012,September
26-09-2012,East,20.01,65.80,398.62,0.23,81.55,2012,September
27-09-2012,West,15.84,84.89,400.75,0.34,79.65,2012,September
28-09-2012,West,12.51,74.39,398.27,0.96,68.62,2012,September
29-09-2012,West,19.46,52.62,399.89,0.46,61.45,2012,September
30-09-2012,West,14.63,48.43,398.51,1.12,63.52,2012,September
01-10-2012,Central,17.61,67.82,401.95,-0.02,75.41,2012,October
02-10-2012,Central,13.59,74.34,400.16,0.35,64.56,2012,October
03-10-2012,South,12.90,94.95,400.92,0.04,58.30,2012,October
04-10-2012,North,15.84,89.78,398.19,0.14,79.59,2012,October
05-10-2012,West,15.56,46.46,400.66,0.26,67.18,2012,October
06-10-2012,South,17.42,57.45,398.61,0.60,58.07,2012,October
07-10-2012,North,14.43,76.78,399.26,0.59,70.75,2012,October
08-10-2012,East,8.16,86.70,401.55,0.30,76.65,2012,October
09-10-2012,Central,13.78,83.47,397.55,-0.16,52.91,2012,October
10-10-2012,North,18.68,58.40,399.42,0.95,62.59,2012,October
11-10-2012,East,14.32,28.65,399.78,0.42,62.04,2012,October
12-10-2012,North,14.52,35.03,399.92,0.17,70.43,2012,October
13-10-2012,Central,19.45,66.82,398.47,0.59,72.58,2012,October
14-10-2012,Central,12.66,68.56,402.28,0.57,58.38,2012,October
15-10-2012,South,9.34,32.53,397.22,0.41,47.09,2012,October
16-10-2012,West,14.87,61.11,401.36,0.55,77.38,2012,October
17-10-2012,North,13.57,75.78,401.00,0.16,51.56,2012,October
18-10-2012,North,11.65,31.22,402.04,0.74,68.25,2012,October
19-10-2012,East,14.81,87.62,396.82,0.21,63.42,2012,October
20-10-2012,Central,17.48,50.56,397.91,0.33,66.95,2012,October
21-10-2012,North,15.47,91.44,401.46,0.71,84.81,2012,October
22-10-2012,Central,16.74,46.66,396.41,0.87,100.00,2012,October
23-10-2012,North,22.77,34.33,396.83,0.99,45.40,2012,October
24-10-2012,South,14.14,48.55,398.51,0.83,76.81,2012,October
25-10-2012,West,16.63,57.62,399.54,0.42,63.13,2012,October
26-10-2012,North,13.48,50.29,401.65,0.05,77.57,2012,October
27-10-2012,Central,12.13,54.60,398.99,0.94,76.49,2012,October
28-10-2012,South,13.18,68.35,398.37,0.93,81.92,2012,October
29-10-2012,North,13.60,55.72,399.76,0.31,68.42,2012,October
30-10-2012,East,16.95,58.35,400.00,0.79,54.33,2012,October
31-10-2012,West,24.91,17.27,399.97,0.42,76.13,2012,October
01-11-2012,North,12.65,69.79,399.05,0.97,66.42,2012,November
02-11-2012,South,13.85,57.77,396.39,0.36,62.19,2012,November
03-11-2012,East,15.27,100.26,397.96,1.11,59.29,2012,November
04-11-2012,South,17.10,36.51,401.47,0.75,77.08,2012,November
05-11-2012,South,16.57,14.79,399.63,1.06,84.24,2012,November
06-11-2012,East,20.66,75.45,398.88,0.38,50.66,2012,November
07-11-2012,South,5.82,68.66,401.05,0.64,72.46,2012,November
08-11-2012,East,5.97,34.79,397.68,0.23,60.53,2012,November
09-11-2012,North,13.54,21.76,399.05,0.77,47.39,2012,November
10-11-2012,East,19.91,98.43,399.60,0.79,66.77,2012,November
11-11-2012,East,9.26,95.35,398.74,1.24,55.00,2012,November
12-11-2012,West,3.49,2.19,399.57,0.67,46.07,2012,November
13-11-2012,East,17.81,48.54,399.14,0.74,55.62,2012,November
14-11-2012,East,16.50,101.60,397.33,0.38,52.67,2012,November
15-11-2012,North,11.16,48.10,399.72,0.69,57.24,2012,November
16-11-2012,West,11.58,47.73,397.46,0.41,49.09,2012,November
17-11-2012,Central,11.65,52.93,399.71,0.56,60.26,2012,November
18-11-2012,North,15.97,31.98,401.53,0.58,56.44,2012,November
19-11-2012,North,13.02,17.38,399.06,0.42,69.51,2012,November
20-11-2012,Central,17.50,86.31,397.73,0.55,72.12,2012,November
21-11-2012,East,4.11,13.93,399.31,0.42,68.12,2012,November
22-11-2012,South,12.10,66.18,398.26,0.41,62.17,2012,November
23-11-2012,West,11.02,82.16,400.41,0.85,61.85,2012,November
24-11-2012,South,14.50,23.72,399.30,0.58,54.96,2012,November
25-11-2012,Central,13.38,36.89,402.10,0.63,55.24,2012,November
26-11-2012,North,18.72,90.33,401.29,0.09,73.44,2012,November
27-11-2012,North,8.09,73.32,399.32,0.66,43.88,2012,November
28-11-2012,West,15.71,44.57,400.63,0.69,64.03,2012,November
29-11-2012,North,17.76,90.06,398.98,0.41,61.12,2012,November
30-11-2012,North,22.96,90.16,399.63,1.16,72.19,2012,November
01-12-2012,West,13.61,66.73,399.04,-0.15,47.90,2012,December
02-12-2012,West,16.83,37.50,400.75,0.77,65.15,2012,December
03-12-2012,Central,8.32,49.66,401.75,0.75,69.12,2012,December
04-12-2012,North,5.97,67.16,400.81,0.70,42.14,2012,December
05-12-2012,North,18.91,55.29,401.01,0.59,52.11,2012,December
06-12-2012,Central,15.51,83.47,401.02,0.70,63.90,2012,December
07-12-2012,East,20.25,21.76,400.47,0.80,71.17,2012,December
08-12-2012,East,10.04,22.64,397.94,0.32,67.19,2012,December
09-12-2012,East,17.62,64.52,402.21,0.63,71.73,2012,December
10-12-2012,Central,23.01,47.71,402.37,0.48,52.05,2012,December
11-12-2012,North,17.22,44.32,399.33,0.21,45.93,2012,December
12-12-2012,Central,16.64,15.80,399.13,0.75,66.01,2012,December
13-12-2012,Central,15.57,60.49,400.61,0.37,50.25,2012,December
14-12-2012,East,9.26,58.68,400.53,0.09,54.62,2012,December
15-12-2012,South,20.96,76.34,399.41,0.38,76.19,2012,December
16-12-2012,North,13.10,61.72,397.85,0.30,67.27,2012,December
17-12-2012,East,17.56,56.68,400.19,0.85,58.18,2012,December
18-12-2012,South,9.29,89.43,400.57,0.59,56.62,2012,December
19-12-2012,South,10.82,27.19,400.84,0.96,72.45,2012,December
20-12-2012,West,21.28,73.41,400.28,0.34,67.54,2012,December
21-12-2012,North,14.15,18.22,399.36,0.80,50.43,2012,December
22-12-2012,South,21.36,39.04,401.27,1.39,41.63,2012,December
23-12-2012,East,15.23,29.68,399.88,0.65,87.58,2012,December
24-12-2012,West,8.18,79.55,399.10,0.80,50.33,2012,December
25-12-2012,North,19.11,58.36,399.53,0.75,71.33,2012,December
26-12-2012,Central,13.19,59.66,397.19,0.12,83.13,2012,December
27-12-2012,East,18.34,32.33,399.55,0.72,66.77,2012,December
28-12-2012,South,15.65,52.51,400.86,0.64,57.79,2012,December
29-12-2012,South,9.37,40.91,400.35,0.47,47.89,2012,December
30-12-2012,East,16.20,69.59,402.13,0.28,47.72,2012,December
31-12-2012,South,24.33,35.22,399.46,0.76,69.52,2012,December
01-01-2013,West,17.52,93.24,400.60,0.26,82.41,2013,January
02-01-2013,North,15.32,18.11,401.06,1.19,60.25,2013,January
03-01-2013,West,19.85,39.84,403.40,0.58,58.33,2013,January
04-01-2013,South,16.39,101.93,400.11,0.18,73.37,2013,January
05-01-2013,Central,16.39,49.12,398.34,0.40,56.77,2013,January
06-01-2013,North,11.18,27.13,401.18,0.47,68.29,2013,January
07-01-2013,North,16.49,65.48,402.72,1.27,65.50,2013,January
08-01-2013,East,19.69,48.12,399.45,0.29,60.09,2013,January
09-01-2013,East,12.21,39.10,401.20,0.52,64.81,2013,January
10-01-2013,Central,21.25,32.60,401.79,0.39,86.16,2013,January
11-01-2013,North,15.19,129.21,401.48,0.70,72.25,2013,January
12-01-2013,Central,12.00,53.71,400.15,0.40,78.11,2013,January
13-01-2013,East,19.54,11.86,398.93,0.21,53.98,2013,January
14-01-2013,East,14.41,97.34,399.86,0.50,78.15,2013,January
15-01-2013,North,18.59,75.28,400.68,0.47,72.67,2013,January
16-01-2013,West,14.39,40.84,401.36,0.38,47.00,2013,January
17-01-2013,South,15.32,36.67,400.51,0.39,71.48,2013,January
18-01-2013,East,17.53,76.84,399.45,0.91,58.84,2013,January
19-01-2013,East,16.72,53.83,400.86,0.46,46.45,2013,January
20-01-2013,West,7.58,11.85,401.33,0.22,66.56,2013,January
21-01-2013,West,11.07,104.68,400.62,0.42,71.47,2013,January
22-01-2013,Central,19.28,49.15,398.80,0.57,66.82,2013,January
23-01-2013,Central,15.03,97.39,399.79,0.16,63.69,2013,January
24-01-2013,South,13.46,91.96,401.49,1.05,61.03,2013,January
25-01-2013,South,10.13,34.97,398.01,0.82,94.60,2013,January
26-01-2013,North,11.24,85.83,396.95,0.99,50.81,2013,January
27-01-2013,Central,7.47,43.71,402.36,0.68,75.48,2013,January
28-01-2013,East,15.16,13.33,400.88,-0.07,65.19,2013,January
29-01-2013,Central,13.17,49.39,401.03,1.02,54.75,2013,January
30-01-2013,East,11.70,69.94,398.51,0.30,64.42,2013,January
31-01-2013,West,15.29,48.43,401.24,0.33,48.28,2013,January
01-02-2013,Central,17.02,52.32,400.56,0.61,57.85,2013,February
02-02-2013,West,23.94,88.59,397.78,0.98,64.44,2013,February
03-02-2013,South,9.52,62.66,402.30,0.88,46.39,2013,February
04-02-2013,South,20.20,38.92,400.41,0.84,71.08,2013,February
05-02-2013,North,19.46,77.55,399.59,0.47,53.43,2013,February
06-02-2013,Central,12.45,64.94,399.62,0.47,47.58,2013,February
07-02-2013,West,16.38,3.04,397.18,0.67,52.03,2013,February
08-02-2013,East,13.74,70.71,401.10,0.53,91.11,2013,February
09-02-2013,South,16.31,69.80,400.61,0.83,41.26,2013,February
10-02-2013,South,21.60,60.50,399.93,0.82,70.23,2013,February
11-02-2013,East,17.99,82.29,402.15,0.75,55.98,2013,February
12-02-2013,West,17.60,43.19,398.17,-0.19,60.80,2013,February
13-02-2013,West,13.85,68.41,399.36,0.61,72.25,2013,February
14-02-2013,Central,9.63,20.83,398.99,0.54,71.66,2013,February
15-02-2013,Central,14.74,70.18,399.85,0.62,56.83,2013,February
16-02-2013,North,20.40,108.83,400.38,0.34,48.71,2013,February
17-02-2013,South,9.46,35.13,400.93,0.17,72.47,2013,February
18-02-2013,Central,11.35,41.00,399.78,0.71,71.63,2013,February
19-02-2013,West,16.08,42.25,398.99,0.47,61.58,2013,February
20-02-2013,East,11.63,63.25,402.85,0.75,70.30,2013,February
21-02-2013,West,12.40,33.42,403.94,0.37,59.65,2013,February
22-02-2013,South,13.88,70.53,400.55,1.00,55.08,2013,February
23-02-2013,West,10.11,81.17,399.21,0.87,65.05,2013,February
24-02-2013,North,11.68,73.36,402.57,0.66,71.23,2013,February
25-02-2013,South,18.39,15.79,398.19,0.51,68.71,2013,February
26-02-2013,East,10.35,84.88,399.87,0.83,71.11,2013,February
27-02-2013,North,9.19,83.43,399.33,0.69,55.87,2013,February
28-02-2013,South,13.06,80.75,398.65,0.65,83.98,2013,February
01-03-2013,East,18.51,69.32,399.98,0.89,60.89,2013,March
