date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent
17-01-2013,South,15.32,36.67,400.51,0.39,71.48
18-01-2013,East,17.53,76.84,399.45,0.91,58.84
19-01-2013,East,16.72,53.83,400.86,0.46,46.45
20-01-2013,West,7.58,11.85,401.33,0.22,66.56
21-01-2013,West,11.07,104.68,400.62,0.42,71.47
22-01-2013,Central,19.28,49.15,398.80,0.57,66.82
23-01-2013,Central,15.03,97.39,399.79,0.16,63.69
24-01-2013,South,13.46,91.96,401.49,1.05,61.03
25-01-2013,South,10.13,34.97,398.01,0.82,94.60
26-01-2013,North,11.24,85.83,396.95,0.99,50.81
27-01-2013,Central,7.47,43.71,402.36,0.68,75.48
28-01-2013,East,15.16,13.33,400.88,-0.07,65.19
29-01-2013,Central,13.17,49.39,401.03,1.02,54.75
30-01-2013,East,11.70,69.94,398.51,0.30,64.42
31-01-2013,West,15.29,48.43,401.24,0.33,48.28
01-02-2013,Central,17.02,52.32,400.56,0.61,57.85
02-02-2013,West,23.94,88.59,397.78,0.98,64.44
03-02-2013,South,9.52,62.66,402.30,0.88,46.39
04-02-2013,South,20.20,38.92,400.41,0.84,71.08
05-02-2013,North,19.46,77.55,399.59,0.47,53.43
06-02-2013,Central,12.45,64.94,399.62,0.47,47.58
07-02-2013,West,16.38,3.04,397.18,0.67,52.03
08-02-2013,East,13.74,70.71,401.10,0.53,91.11
09-02-2013,South,16.31,69.80,400.61,0.83,41.26
10-02-2013,South,21.60,60.50,399.93,0.82,70.23
11-02-2013,East,17.99,82.29,402.15,0.75,55.98
12-02-2013,West,17.60,43.19,398.17,-0.19,60.80
13-02-2013,West,13.85,68.41,399.36,0.61,72.25
14-02-2013,Central,9.63,20.83,398.99,0.54,71.66
15-02-2013,Central,14.74,70.18,399.85,0.62,56.83
16-02-2013,North,20.40,108.83,400.38,0.34,48.71
17-02-2013,South,9.46,35.13,400.93,0.17,72.47
18-02-2013,Central,11.35,41.00,399.78,0.71,71.63
19-02-2013,West,16.08,42.25,398.99,0.47,61.58
20-02-2013,East,11.63,63.25,402.85,0.75,70.30
21-02-2013,West,12.40,33.42,403.94,0.37,59.65
22-02-2013,South,13.88,70.53,400.55,1.00,55.08
23-02-2013,West,10.11,81.17,399.21,0.87,65.05
24-02-2013,North,11.68,73.36,402.57,0.66,71.23
25-02-2013,South,18.39,15.79,398.19,0.51,68.71
26-02-2013,East,10.35,84.88,399.87,0.83,71.11
27-02-2013,North,9.19,83.43,399.33,0.69,55.87
28-02-2013,South,13.06,80.75,398.65,0.65,83.98
01-03-2013,East,18.51,69.32,399.98,0.89,60.89
02-03-2013,North,14.79,65.50,399.11,1.01,63.57
03-03-2013,North,13.72,85.81,400.43,0.20,49.18
04-03-2013,South,15.76,108.09,400.46,0.26,62.67
05-03-2013,Central,8.60,36.17,399.50,0.35,71.39
06-03-2013,North,17.56,86.95,399.89,0.13,74.15
07-03-2013,North,17.11,57.84,400.10,0.56,83.74
08-03-2013,East,13.94,56.76,401.67,0.76,71.24
09-03-2013,West,19.61,21.59,400.25,0.58,68.32
10-03-2013,South,11.07,52.88,401.72,0.42,59.64
11-03-2013,South,20.09,35.07,401.37,0.92,57.06
12-03-2013,Central,16.20,48.40,401.35,0.63,76.64
13-03-2013,Central,14.24,32.55,402.59,0.69,76.41
14-03-2013,South,15.50,48.78,398.84,0.93,52.08
15-03-2013,Central,15.16,49.85,399.81,0.55,73.68
16-03-2013,East,20.47,62.42,403.18,1.20,72.80
17-03-2013,South,11.28,19.63,400.16,0.45,51.63
18-03-2013,Central,12.54,23.86,396.33,1.19,71.49
19-03-2013,South,19.73,69.05,400.25,0.29,52.41
20-03-2013,West,13.20,40.06,400.77,0.74,35.85
21-03-2013,North,19.19,86.86,396.65,0.39,63.08
22-03-2013,South,22.39,65.63,402.59,0.92,68.09
23-03-2013,North,13.98,75.17,399.52,0.45,63.62
24-03-2013,Central,18.31,95.27,401.10,0.68,99.41
25-03-2013,North,10.97,52.26,400.27,0.39,69.55
26-03-2013,South,18.61,45.64,398.69,0.87,66.77
27-03-2013,West,16.39,81.79,399.03,0.39,70.16
28-03-2013,Central,17.48,72.74,399.24,1.10,59.70
29-03-2013,South,13.01,55.32,402.28,0.29,76.15
30-03-2013,Central,8.95,94.79,400.44,0.19,69.33
31-03-2013,East,17.61,54.69,399.88,0.88,68.78
01-04-2013,North,7.34,60.82,399.27,0.42,57.51
02-04-2013,East,14.32,60.53,402.48,0.59,46.23
03-04-2013,South,19.36,36.64,402.89,0.50,58.98
04-04-2013,West,16.36,61.94,402.48,0.20,68.39
05-04-2013,Central,23.39,94.92,401.45,0.57,59.66
06-04-2013,North,19.70,71.12,401.16,0.98,68.50
07-04-2013,Central,12.98,60.78,398.91,0.90,62.21
08-04-2013,South,15.71,55.96,400.37,0.67,70.17
09-04-2013,Central,15.41,68.27,399.72,0.93,53.28
10-04-2013,North,9.27,78.74,398.02,0.28,67.31
11-04-2013,South,11.84,75.23,402.35,0.50,57.31
12-04-2013,Central,13.36,51.70,399.73,0.72,46.54
13-04-2013,West,7.45,68.12,402.58,0.56,63.02
14-04-2013,South,15.79,72.00,402.12,0.53,83.44
15-04-2013,South,14.60,34.82,401.64,0.24,47.50
16-04-2013,West,8.91,64.21,401.73,-0.02,66.43
17-04-2013,East,17.22,5.97,399.90,0.85,74.57
18-04-2013,North,18.47,72.06,403.62,0.67,92.60
19-04-2013,East,16.51,76.51,400.90,0.87,59.08
20-04-2013,Central,14.31,78.69,401.30,0.47,57.42
21-04-2013,West,17.97,50.12,399.88,0.39,51.00
22-04-2013,East,18.32,67.73,399.47,0.61,78.69
23-04-2013,South,16.83,95.60,401.59,0.86,54.59
24-04-2013,Central,12.31,95.34,401.21,0.54,60.55
25-04-2013,Central,16.71,59.27,399.71,0.85,42.81
26-04-2013,East,20.39,63.48,398.74,0.30,75.61
27-04-2013,East,13.22,87.77,399.01,0.56,78.90
28-04-2013,West,24.00,22.48,402.71,0.59,75.15
29-04-2013,North,13.50,51.92,400.01,0.98,45.74
30-04-2013,East,15.74,93.39,400.43,0.67,72.29
01-05-2013,East,12.92,84.38,403.12,1.13,44.93
02-05-2013,South,16.50,69.23,399.27,0.20,65.70
03-05-2013,Central,8.64,22.35,399.87,0.65,67.46
04-05-2013,North,13.43,58.75,399.82,0.66,68.72
05-05-2013,South,11.24,45.25,403.41,0.80,71.42
06-05-2013,West,16.15,68.28,403.98,0.37,64.90
07-05-2013,West,19.59,39.77,402.13,1.12,41.45
08-05-2013,East,18.20,34.36,402.18,0.62,71.42
09-05-2013,East,6.13,8.38,400.15,0.29,66.17
10-05-2013,West,23.78,90.55,403.95,0.61,54.17
11-05-2013,East,16.79,50.01,401.44,0.52,46.17
12-05-2013,North,12.51,63.93,402.32,1.45,83.48
13-05-2013,East,16.24,59.94,400.90,0.93,79.78
14-05-2013,Central,16.32,33.31,400.66,0.63,73.47
15-05-2013,East,12.95,28.52,403.57,0.58,56.88
16-05-2013,South,16.41,34.87,401.89,0.90,34.80
17-05-2013,North,13.19,41.92,403.27,0.92,74.18
18-05-2013,South,14.00,69.17,401.48,-0.26,69.40
19-05-2013,South,12.87,40.11,399.84,0.81,60.50
20-05-2013,Central,9.89,103.66,400.24,0.63,78.50
21-05-2013,North,16.20,85.68,401.28,0.22,75.18
22-05-2013,North,17.96,80.21,400.20,0.88,67.11
23-05-2013,North,17.68,57.01,399.48,1.29,65.42
24-05-2013,North,18.90,97.86,402.96,0.79,65.61
25-05-2013,North,16.92,54.55,400.34,0.95,73.16
26-05-2013,Central,13.49,59.22,401.38,1.16,54.71
27-05-2013,East,18.98,64.25,401.62,0.37,70.11
28-05-2013,South,10.19,77.55,400.31,0.06,53.95
29-05-2013,North,12.02,75.92,403.37,0.82,81.04
30-05-2013,East,11.77,48.12,399.53,0.55,71.39
31-05-2013,East,19.94,46.68,401.61,0.21,56.74
01-06-2013,South,19.39,76.00,401.59,0.60,65.97
02-06-2013,Central,17.57,77.88,401.15,0.84,54.75
03-06-2013,West,19.91,50.17,399.30,0.58,83.05
04-06-2013,West,12.11,20.32,402.56,0.39,84.47
05-06-2013,East,17.02,54.82,402.38,0.56,73.35
06-06-2013,South,15.13,75.59,400.26,0.62,83.68
07-06-2013,West,19.01,105.14,402.34,0.05,66.82
08-06-2013,East,15.17,30.05,401.85,0.58,74.16
09-06-2013,Central,14.09,49.34,399.38,0.22,79.70
10-06-2013,West,17.79,50.26,400.03,0.83,64.93
11-06-2013,East,19.13,93.90,403.02,0.16,65.85
12-06-2013,East,12.96,59.13,401.79,0.93,76.20
13-06-2013,North,15.39,37.32,400.49,0.51,72.76
14-06-2013,Central,11.40,73.97,400.05,0.47,55.93
15-06-2013,North,5.64,49.88,400.58,0.72,38.76
16-06-2013,South,16.43,29.39,400.69,0.37,62.89
17-06-2013,North,18.07,37.68,400.10,0.72,39.84
18-06-2013,North,16.68,103.35,398.77,0.41,53.11
19-06-2013,West,7.83,69.61,403.10,0.47,54.51
20-06-2013,East,14.23,62.69,402.85,0.75,58.18
21-06-2013,Central,6.76,53.75,399.50,0.29,74.85
22-06-2013,North,21.11,67.30,401.62,0.25,77.45
23-06-2013,Central,11.29,67.01,400.07,0.71,71.10
24-06-2013,North,20.66,67.30,401.04,0.63,72.59
25-06-2013,South,19.42,62.87,400.92,0.69,72.87
26-06-2013,North,12.03,81.72,400.81,0.73,35.04
27-06-2013,West,11.11,60.58,404.46,0.65,65.12
28-06-2013,East,17.04,35.55,400.81,0.82,43.44
29-06-2013,South,12.26,44.69,400.26,0.67,71.11
30-06-2013,North,16.05,10.52,400.34,0.04,39.88
01-07-2013,Central,13.71,110.67,403.06,0.11,62.83
02-07-2013,South,8.51,81.57,399.03,1.22,71.57
03-07-2013,South,6.72,39.25,400.37,0.64,51.59
04-07-2013,North,16.55,52.95,403.69,0.93,76.54
05-07-2013,South,13.39,44.08,401.90,0.54,71.08
06-07-2013,Central,13.43,98.56,401.83,0.62,69.57
07-07-2013,South,18.43,24.50,404.75,0.51,73.38
08-07-2013,Central,20.34,62.86,401.93,1.38,60.69
09-07-2013,North,14.55,57.29,400.51,0.72,66.82
10-07-2013,East,14.28,80.67,401.15,0.48,65.12
11-07-2013,South,17.64,57.40,399.88,0.15,64.85
12-07-2013,East,10.22,16.04,403.48,1.24,56.94
13-07-2013,Central,16.54,53.72,402.47,0.60,50.09
14-07-2013,South,17.85,35.70,403.30,0.87,60.96
15-07-2013,West,18.37,61.99,403.44,0.90,60.30
16-07-2013,East,7.90,95.85,401.01,0.51,56.16
17-07-2013,South,12.60,16.51,400.22,0.85,75.22
18-07-2013,East,12.13,39.99,401.57,0.47,50.93
19-07-2013,South,16.05,46.18,400.35,0.35,62.94
20-07-2013,North,17.57,50.46,401.91,1.00,79.00
21-07-2013,East,21.64,78.50,403.37,0.60,75.91
22-07-2013,West,13.67,55.66,401.43,0.80,79.60
23-07-2013,West,13.66,70.40,401.92,0.77,57.91
24-07-2013,Central,20.25,44.36,401.56,0.84,74.41
25-07-2013,South,16.84,65.75,402.92,0.18,52.24
26-07-2013,East,20.72,79.44,400.72,0.48,61.69
27-07-2013,Central,16.81,41.69,398.43,0.55,62.82
28-07-2013,East,11.02,79.53,402.44,0.40,58.09
29-07-2013,South,10.32,61.31,403.23,0.78,60.66
30-07-2013,West,9.45,86.14,402.43,1.01,59.08
31-07-2013,North,18.30,54.96,400.81,1.06,53.21
01-08-2013,West,20.41,69.53,400.07,0.55,75.28
02-08-2013,Central,23.05,58.98,402.53,0.74,62.81
03-08-2013,North,19.03,57.59,402.00,0.79,67.42
04-08-2013,Central,20.31,66.47,401.61,0.84,66.97
05-08-2013,South,13.34,73.42,404.54,0.39,65.66
06-08-2013,North,11.03,28.76,400.40,1.20,66.11
07-08-2013,Central,19.06,95.84,404.49,0.94,61.33
08-08-2013,South,17.33,13.51,401.89,0.94,82.02
09-08-2013,West,16.09,42.88,399.09,1.02,74.13
10-08-2013,South,17.21,57.64,401.59,0.82,65.22
11-08-2013,East,16.95,70.31,403.30,0.35,59.64
12-08-2013,South,20.79,99.40,401.33,0.62,63.57
13-08-2013,South,20.84,13.54,399.67,0.16,70.01
14-08-2013,East,17.84,47.31,401.64,0.79,83.00
15-08-2013,Central,19.04,6.83,400.61,0.61,48.52
16-08-2013,Central,17.72,60.79,402.65,0.65,72.92
17-08-2013,South,13.82,66.79,403.08,1.02,78.52
18-08-2013,East,18.69,99.77,400.34,0.53,47.16
19-08-2013,East,10.09,63.02,400.88,0.59,62.83
20-08-2013,West,19.88,86.10,403.08,0.67,52.23
21-08-2013,Central,10.89,74.60,400.67,0.11,70.17
22-08-2013,North,16.81,49.12,400.34,0.58,60.70
23-08-2013,Central,12.28,24.78,400.20,-0.08,63.44
24-08-2013,Central,17.88,66.88,402.51,0.49,60.07
25-08-2013,West,15.53,22.70,402.45,0.92,73.64
26-08-2013,North,9.29,92.38,400.97,0.80,67.75
27-08-2013,West,17.35,55.95,402.02,0.49,67.77
28-08-2013,North,13.36,89.88,404.31,0.68,66.93
29-08-2013,South,19.19,47.99,400.57,0.35,71.87
30-08-2013,North,15.67,66.72,399.11,0.67,61.86
31-08-2013,West,17.25,65.23,402.73,1.55,85.41
01-09-2013,Central,11.84,58.87,401.89,1.22,50.18
02-09-2013,North,13.31,49.18,401.00,0.69,44.29
03-09-2013,North,13.84,69.81,403.05,0.72,43.30
04-09-2013,East,19.10,36.85,403.34,0.38,40.04
05-09-2013,Central,22.38,29.76,398.78,0.43,73.08
06-09-2013,South,12.45,91.07,401.12,0.78,71.62
07-09-2013,West,19.98,78.18,405.58,0.52,79.49
08-09-2013,South,6.99,61.65,402.99,0.94,52.32
09-09-2013,Central,10.90,101.63,403.14,1.14,73.95
10-09-2013,North,11.84,53.31,403.89,0.77,65.68
11-09-2013,North,10.26,93.07,402.17,0.71,67.00
12-09-2013,Central,9.34,64.39,403.35,0.17,72.51
13-09-2013,North,17.33,34.38,403.24,0.90,55.92
14-09-2013,North,14.82,106.20,402.98,0.33,96.05
15-09-2013,North,17.19,84.77,401.70,0.55,80.98
16-09-2013,West,18.44,56.97,402.45,0.97,58.62
17-09-2013,West,16.74,78.18,401.31,0.99,51.91
18-09-2013,East,18.31,49.91,402.23,0.54,63.95
19-09-2013,South,15.40,80.73,400.46,0.56,67.19
20-09-2013,Central,10.93,0.22,401.04,0.47,77.79
21-09-2013,Central,19.91,34.50,401.81,0.32,50.98
22-09-2013,Central,13.32,84.48,400.83,0.49,68.43
23-09-2013,East,11.94,53.76,401.49,0.20,46.65
24-09-2013,West,14.97,65.19,402.01,0.89,70.24
25-09-2013,East,12.03,26.33,402.87,0.80,63.71
26-09-2013,Central,14.01,106.20,403.70,0.85,88.24
27-09-2013,South,17.06,89.76,401.59,0.40,46.45
28-09-2013,North,17.08,54.98,404.30,0.32,81.45
29-09-2013,West,12.09,49.88,403.71,0.70,44.55
30-09-2013,West,13.73,85.74,403.07,0.70,49.07
01-10-2013,East,19.98,109.56,402.55,0.64,44.87
02-10-2013,West,17.67,83.84,402.81,0.60,68.00
03-10-2013,Central,23.99,114.30,404.12,1.20,50.92
04-10-2013,Central,20.41,36.94,404.19,0.81,48.82
05-10-2013,East,20.26,39.52,404.36,1.28,67.43
06-10-2013,Central,10.14,30.28,402.43,1.07,70.42
07-10-2013,South,18.74,71.04,403.21,1.20,65.48
08-10-2013,East,15.48,64.39,404.40,0.37,63.05
09-10-2013,South,13.48,56.20,401.46,0.87,86.95
10-10-2013,North,16.36,80.23,401.93,0.56,66.75
11-10-2013,South,19.47,90.81,402.44,0.19,74.67
12-10-2013,North,17.69,21.86,403.77,1.14,66.72
13-10-2013,North,12.18,45.08,403.80,0.60,51.83
14-10-2013,South,18.66,80.50,402.09,0.37,71.60
15-10-2013,East,13.14,48.31,400.19,0.57,57.13
16-10-2013,Central,16.56,40.04,402.83,0.45,63.91
17-10-2013,Central,14.48,85.46,401.09,0.48,68.66
18-10-2013,North,14.82,27.76,400.24,0.63,41.70
19-10-2013,North,18.76,52.46,400.59,1.21,45.69
20-10-2013,East,11.53,68.22,402.98,0.49,75.91
21-10-2013,West,23.48,45.65,404.55,1.19,57.04
22-10-2013,South,8.41,79.58,402.57,0.95,57.60
23-10-2013,North,13.30,45.78,402.84,0.81,67.00
24-10-2013,Central,17.18,95.22,404.30,0.92,60.37
25-10-2013,East,18.03,56.86,400.22,0.70,70.01
26-10-2013,South,15.30,76.78,403.33,1.08,64.39
27-10-2013,East,15.47,78.65,402.54,0.87,67.38
28-10-2013,South,17.34,44.31,403.42,0.20,56.58
29-10-2013,South,14.77,8.66,401.85,0.79,67.32
30-10-2013,North,21.27,69.02,401.36,0.93,78.26
31-10-2013,East,19.06,61.81,402.80,0.61,58.19
01-11-2013,East,19.19,73.90,405.08,0.74,75.98
02-11-2013,Central,11.84,54.34,403.90,0.52,64.38
03-11-2013,Central,15.38,49.24,401.86,0.29,73.81
04-11-2013,North,14.50,110.21,400.62,0.24,66.55
05-11-2013,North,11.68,23.19,400.12,0.24,64.60
06-11-2013,West,17.14,78.35,404.62,0.90,69.20
07-11-2013,Central,13.55,45.63,401.22,-0.04,79.56
08-11-2013,South,18.33,51.61,402.18,0.50,67.83
09-11-2013,East,11.42,52.07,404.66,0.47,70.74
10-11-2013,North,22.58,39.91,400.26,0.62,60.58
11-11-2013,East,12.12,74.28,404.93,0.15,83.85
12-11-2013,East,16.58,94.77,402.32,0.83,72.68
13-11-2013,West,18.87,71.75,400.99,0.32,65.93
14-11-2013,Central,13.42,62.58,402.35,1.05,63.53
15-11-2013,North,19.12,35.34,401.64,0.52,76.73
16-11-2013,East,10.79,72.92,403.40,0.68,57.73
17-11-2013,North,21.52,113.91,401.77,0.71,43.61
18-11-2013,South,15.77,50.48,399.89,0.78,65.87
19-11-2013,West,13.32,50.60,402.43,0.72,79.28
20-11-2013,South,14.51,45.97,400.74,0.58,84.10
21-11-2013,North,18.95,47.76,403.09,0.81,63.71
22-11-2013,North,13.37,8.63,401.01,0.85,65.52
23-11-2013,Central,12.71,70.13,402.07,0.48,71.23
24-11-2013,East,14.83,38.86,403.08,0.84,61.83
25-11-2013,East,11.00,19.74,402.50,1.07,71.20
26-11-2013,South,22.99,78.83,403.20,0.92,63.98
27-11-2013,West,13.45,32.95,403.86,0.99,77.14
28-11-2013,East,19.04,51.53,401.11,0.77,73.68
29-11-2013,Central,16.55,96.66,402.76,0.43,74.72
30-11-2013,South,11.78,24.77,397.87,0.47,62.54
01-12-2013,South,15.69,21.69,403.24,0.81,88.11
02-12-2013,Central,18.85,66.73,402.43,1.00,70.81
03-12-2013,West,14.96,88.74,401.42,1.55,67.97
04-12-2013,Central,20.49,20.64,403.37,1.01,55.87
05-12-2013,West,19.80,70.19,404.67,0.37,63.84
06-12-2013,Central,19.39,74.52,402.20,0.49,66.37
07-12-2013,Central,13.88,8.52,401.51,1.40,55.55
08-12-2013,North,11.40,79.96,403.18,0.65,61.49
09-12-2013,South,13.26,81.92,400.94,0.73,63.01
10-12-2013,Central,16.50,52.21,401.96,0.43,65.67
11-12-2013,Central,17.90,91.31,404.80,1.19,43.85
12-12-2013,East,7.03,88.41,403.06,0.87,63.38
13-12-2013,South,15.69,62.58,400.16,0.49,60.47
14-12-2013,East,16.35,48.71,400.29,0.42,64.75
15-12-2013,South,14.61,35.68,403.24,0.81,77.42
16-12-2013,East,20.89,59.06,404.30,0.74,89.63
17-12-2013,Central,17.41,74.24,400.59,0.97,73.14
18-12-2013,Central,20.96,51.90,403.70,0.89,50.19
19-12-2013,North,14.86,5.06,405.03,0.64,60.86
20-12-2013,East,19.47,91.72,405.88,0.56,72.15
21-12-2013,West,22.27,64.76,403.55,0.68,70.80
22-12-2013,North,20.97,50.51,403.82,0.56,76.85
23-12-2013,East,11.36,81.43,399.87,0.69,63.83
24-12-2013,East,14.71,98.12,406.23,0.73,60.64
25-12-2013,North,14.35,10.05,402.23,0.46,86.03
26-12-2013,Central,17.68,70.86,401.70,0.92,65.70
27-12-2013,East,18.47,24.33,402.72,0.62,52.80
28-12-2013,Central,12.37,72.48,405.38,0.48,82.70
29-12-2013,North,16.00,63.20,406.44,0.62,47.05
30-12-2013,Central,7.65,75.89,403.32,0.80,23.06
31-12-2013,South,21.50,47.52,404.64,0.76,74.23
01-01-2014,West,13.68,13.17,403.22,0.86,75.93
02-01-2014,East,15.95,48.74,401.60,1.00,69.97
03-01-2014,West,14.49,70.17,405.38,1.12,49.37
04-01-2014,Central,20.32,85.38,402.25,0.82,64.29
05-01-2014,East,4.38,30.70,405.49,0.41,61.66
06-01-2014,Central,15.67,85.68,405.14,0.65,58.55
07-01-2014,South,15.31,43.80,404.13,0.43,81.94
08-01-2014,North,13.92,69.06,405.96,1.24,52.44
09-01-2014,East,22.64,47.25,406.57,1.33,68.79
10-01-2014,South,12.19,64.55,402.97,0.93,79.33
11-01-2014,South,18.82,82.30,402.03,0.99,69.58
12-01-2014,East,17.16,29.32,400.45,0.81,79.89
13-01-2014,Central,20.78,43.00,406.63,0.85,71.76
14-01-2014,South,13.07,64.62,402.61,0.26,70.15
15-01-2014,West,12.81,120.04,404.98,0.72,69.40
16-01-2014,South,20.12,38.42,402.17,0.47,72.36
17-01-2014,Central,17.44,111.00,405.60,0.82,60.37
18-01-2014,Central,9.56,110.11,402.25,0.72,49.38
19-01-2014,West,13.58,57.57,401.53,1.32,76.45
20-01-2014,South,17.29,52.55,403.01,1.02,78.94
21-01-2014,Central,19.09,42.70,402.53,0.83,68.02
22-01-2014,East,13.02,58.29,404.24,0.66,58.42
23-01-2014,North,4.08,24.83,403.27,1.24,46.31
24-01-2014,North,17.84,58.09,404.30,0.73,66.03
25-01-2014,North,10.86,97.42,402.93,0.84,48.81
26-01-2014,South,7.67,44.72,402.38,0.76,47.13
27-01-2014,West,4.41,53.98,402.51,0.62,64.75
28-01-2014,Central,19.00,17.47,406.46,0.76,55.83
29-01-2014,East,16.26,69.35,403.74,0.16,69.14
30-01-2014,East,14.84,66.61,400.44,0.28,63.09
31-01-2014,South,21.30,61.59,402.64,0.85,57.72
01-02-2014,North,18.30,54.58,403.58,1.22,44.54
02-02-2014,South,22.21,52.68,406.21,0.85,54.77
03-02-2014,West,10.18,72.55,404.99,0.53,55.21
04-02-2014,West,15.61,59.28,402.08,0.31,50.30
05-02-2014,Central,9.28,67.87,407.09,0.98,61.05
06-02-2014,Central,14.83,65.37,403.43,0.58,51.23
07-02-2014,West,14.75,88.09,405.35,0.94,63.04
08-02-2014,West,18.26,76.92,401.76,0.87,67.88
09-02-2014,West,15.93,64.82,399.91,0.89,55.09
10-02-2014,South,18.24,97.96,401.40,0.76,70.10
11-02-2014,West,18.56,70.51,398.65,0.87,48.66
12-02-2014,East,24.37,92.62,406.70,0.72,51.65
13-02-2014,North,14.49,75.17,403.86,0.56,63.64
14-02-2014,West,11.99,13.95,402.16,0.46,73.24
15-02-2014,North,16.74,92.62,404.24,0.04,75.41
16-02-2014,South,12.54,63.38,403.85,0.70,84.35
17-02-2014,North,21.68,58.70,404.51,1.21,60.48
18-02-2014,South,14.62,67.03,405.40,0.97,63.47
19-02-2014,East,13.49,51.38,403.16,0.82,52.61
20-02-2014,South,13.87,65.68,402.28,0.54,49.95
21-02-2014,South,18.63,45.20,404.85,1.06,67.74
22-02-2014,Central,15.13,91.86,404.82,0.72,55.69
23-02-2014,West,13.19,57.16,403.78,1.23,79.79
24-02-2014,West,22.42,50.44,406.90,0.46,47.45
25-02-2014,East,12.33,36.88,402.99,0.53,70.84
26-02-2014,East,15.90,66.72,402.31,0.50,52.93
27-02-2014,West,18.37,64.68,404.29,0.31,55.15
28-02-2014,Central,9.23,69.71,402.66,0.48,71.47
01-03-2014,West,17.68,34.32,404.43,0.79,56.89
02-03-2014,Central,11.54,19.97,402.44,0.55,58.81
03-03-2014,East,19.05,75.64,403.10,-0.40,55.25
04-03-2014,North,11.91,97.12,406.55,1.08,86.42
05-03-2014,East,18.53,34.34,403.11,0.26,57.59
06-03-2014,East,20.19,99.74,402.53,0.94,65.62
07-03-2014,South,19.21,67.10,405.49,0.77,62.58
08-03-2014,South,16.77,59.82,402.17,1.40,67.66
09-03-2014,South,14.84,50.06,402.72,1.06,57.62
10-03-2014,South,13.46,25.39,404.63,0.61,62.59
11-03-2014,Central,21.65,84.69,405.18,0.55,69.73
12-03-2014,West,12.97,40.61,405.61,1.22,54.64
13-03-2014,North,11.62,40.50,402.67,0.32,78.07
14-03-2014,East,18.43,84.80,404.69,0.82,79.23
15-03-2014,Central,12.58,12.93,403.11,0.73,72.28
16-03-2014,North,11.97,21.91,402.91,0.66,65.84
17-03-2014,Central,9.99,59.55,405.63,0.87,29.11
18-03-2014,Central,13.84,67.33,403.01,0.83,70.09
19-03-2014,East,15.44,72.12,404.26,0.91,60.30
20-03-2014,West,16.74,52.46,404.09,0.81,62.04
21-03-2014,South,19.58,123.26,402.26,0.90,42.23
22-03-2014,West,17.88,54.30,405.32,0.80,70.92
23-03-2014,East,15.01,54.23,404.72,0.57,47.62
24-03-2014,East,14.98,40.08,400.91,0.77,66.42
25-03-2014,East,17.81,63.10,404.31,0.56,75.86
26-03-2014,North,20.86,75.37,402.75,0.54,59.37
27-03-2014,West,16.28,90.09,405.56,0.67,79.59
28-03-2014,West,13.90,22.77,401.76,0.74,56.04
29-03-2014,Central,11.80,53.85,403.40,0.78,72.21
30-03-2014,Central,9.99,71.17,404.49,1.05,49.34
31-03-2014,Central,18.44,74.68,404.03,0.63,77.37
01-04-2014,East,18.09,60.16,405.11,0.83,75.51
02-04-2014,West,18.09,73.56,401.69,0.81,70.62
03-04-2014,East,15.26,39.78,406.46,0.59,60.28
04-04-2014,North,21.40,98.95,404.78,0.80,48.18
05-04-2014,Central,13.84,84.82,406.04,1.08,60.31
06-04-2014,East,19.60,26.38,405.32,0.83,78.32
07-04-2014,East,15.62,33.12,404.00,0.85,66.56
08-04-2014,North,13.35,33.83,402.10,0.57,46.36
09-04-2014,South,18.15,76.95,403.19,1.37,51.50
10-04-2014,West,17.42,27.88,406.43,0.59,80.04
11-04-2014,South,17.21,51.72,406.13,0.28,70.85
12-04-2014,Central,16.11,71.37,403.13,1.04,50.19
13-04-2014,East,15.63,58.35,399.84,0.75,43.81
14-04-2014,North,25.34,66.47,403.76,0.69,57.50
15-04-2014,North,20.52,33.35,403.66,0.62,42.78
16-04-2014,West,18.67,74.87,403.72,1.34,63.13
17-04-2014,South,16.23,44.67,404.90,0.89,94.42
18-04-2014,West,19.81,51.88,405.43,0.95,45.84
19-04-2014,East,17.86,65.94,405.61,0.83,62.77
20-04-2014,West,15.89,62.58,404.80,0.87,80.74
21-04-2014,North,14.57,60.60,401.44,1.21,73.99
22-04-2014,North,15.46,41.23,403.64,0.71,63.22
23-04-2014,Central,3.10,52.51,407.62,0.35,63.24
24-04-2014,Central,16.63,60.05,404.73,1.05,51.13
25-04-2014,East,13.83,25.62,404.73,0.94,61.79
26-04-2014,South,22.16,48.44,404.73,0.82,67.92
27-04-2014,West,15.87,69.69,404.82,0.93,78.26
28-04-2014,East,11.03,28.06,400.63,0.68,57.56
29-04-2014,Central,15.59,88.91,403.85,0.80,62.72
30-04-2014,West,11.61,91.74,404.17,0.75,53.61
01-05-2014,Central,17.68,28.87,406.15,0.61,67.70
02-05-2014,West,16.95,93.94,404.31,1.15,74.41
03-05-2014,South,19.62,56.41,401.78,0.37,72.56
04-05-2014,East,12.63,70.46,404.90,1.50,50.96
05-05-2014,West,15.93,47.58,403.06,1.06,66.76
06-05-2014,North,10.33,83.08,402.45,0.26,56.87
07-05-2014,North,18.60,70.15,403.03,0.73,77.13
08-05-2014,West,17.87,39.65,405.11,0.74,63.06
